ID,In NGC_2632?,,,,Alt Prob
Gaia DR3 661294465298461312,0,,,,1
,,,,,
Gaia DR3 661295049413625472,0,,,,1
,,,,,
Gaia DR3 661290793103965184,0,,,,1
,,,,,
Gaia DR3 661298210509665664,0,,,,1
,,,,,
Gaia DR3 661297699408657024,0,,,,1
,,,,,
Gaia DR3 661291136700327168,0,,,,1
,,,,,
Gaia DR3 661291098044234752,0,,,,1
,,,,,
Gaia DR3 661291102339008640,0,,,,1
,,,,,
Gaia DR3 661291269842774528,0,,,,1
,,,,,
Gaia DR3 661291411579258752,0.038961039,,,,0.961038961
,,,,,
Gaia DR3 661290758744228224,0.9090909090909091,,,,0.090909091
,,,,,
Gaia DR3 661294675754405376,0,,,,1
,,,,,
Gaia DR3 661292854689926144,0,,,,1
,,,,,
Gaia DR3 661292854686094080,0,,,,1
,,,,,
Gaia DR3 661298214804294528,0,,,,1
,,,,,
Gaia DR3 661296840417806720,0,,,,1
,,,,,
Gaia DR3 661291098044234368,0,,,,1
,,,,,
Gaia DR3 661293709383842048,0,,,,1
,,,,,
Gaia DR3 661290724384488832,0,,,,1
,,,,,
Gaia DR3 661271208050524544,0.7402597402597403,,,,0.2597402597402597
,,,,,
Gaia DR3 661291136701346304,0.948051948,,,,0.051948052
,,,,,
Gaia DR3 661296187582784000,0,,,,1
,,,,,
Gaia DR3 661296836120109696,0,,,,1
,,,,,
Gaia DR3 661296217644776960,0,,,,1
,,,,,
Gaia DR3 661292751609044736,0,,,,1
,,,,,
Gaia DR3 661297729473616512,0,,,,1
,,,,,
Gaia DR3 661290930540316032,0,,,,1
,,,,,
Gaia DR3 661292747311124480,0,,,,1
,,,,,
Gaia DR3 661292953470107392,0.8441558441558441,,,,0.15584415584415584
,,,,,
Gaia DR3 661297454595394432,0,,,,1
,,,,,
Gaia DR3 661268253115601792,1,,,,0
,,,,,
Gaia DR3 661296183285015552,0,,,,1
,,,,,
Gaia DR3 661293743743583488,0,,,,1
,,,,,
Gaia DR3 661296836120114176,0,,,,1
,,,,,
Gaia DR3 661296183285506944,0,,,,1
,,,,,
Gaia DR3 661271203755720064,0,,,,1
,,,,,
Gaia DR3 661291063683928960,0,,,,1
,,,,,
Gaia DR3 661298313589239936,0.012987012987012988,,,,0.987012987
,,,,,
Gaia DR3 661271276772471680,0,,,,1
,,,,,
Gaia DR3 661297768128130304,0,,,,1
,,,,,
Gaia DR3 661297458893183232,0.2987012987012987,,,,0.7012987012987013
,,,,,
Gaia DR3 661271276772471936,0,,,,1
,,,,,
Gaia DR3 661297802487424384,0,,,,1
,,,,,
Gaia DR3 661292575512435456,0,,,,1
,,,,,
Gaia DR3 661297733771089792,0,,,,1
,,,,,
Gaia DR3 661268180098572800,0,,,,1
,,,,,
Gaia DR3 661294435236207488,0,,,,1
,,,,,
Gaia DR3 661298558401669376,0,,,,1
,,,,,
Gaia DR3 661290621305277696,0,,,,1
,,,,,
Gaia DR3 661296290661998208,0.8831168831168831,,,,0.11688311688311688
,,,,,
Gaia DR3 661290513928509696,0,,,,1
,,,,,
Gaia DR3 661272307564621568,0,,,,1
,,,,,
Gaia DR3 661272307564621824,0,,,,1
,,,,,
Gaia DR3 661290582647522176,0.025974025974025976,,,,0.974025974
,,,,,
Gaia DR3 661297561969689984,0,,,,1
,,,,,
Gaia DR3 661292678591668352,0,,,,1
,,,,,
Gaia DR3 661267905220201728,0,,,,1
,,,,,
Gaia DR3 661271238116475648,0.948051948,,,,0.051948052
,,,,,
Gaia DR3 661298451027341056,0.2857142857142857,,,,0.7142857142857143
,,,,,
Gaia DR3 661298455325505280,0,,,,1
,,,,,
Gaia DR3 661292889047991680,0,,,,1
,,,,,
Gaia DR3 661292682889562752,0,,,,1
,,,,,
Gaia DR3 661294160358301312,0,,,,1
,,,,,
Gaia DR3 661294332158553856,0.2597402597402597,,,,0.7402597402597403
,,,,,
Gaia DR3 661294327859508864,0,,,,1
,,,,,
Gaia DR3 661296286364259328,0,,,,1
,,,,,
Gaia DR3 661290964902652288,0,,,,1
,,,,,
Gaia DR3 661292579807701632,0,,,,1
,,,,,
Gaia DR3 661298798922886784,0,,,,1
,,,,,
Gaia DR3 661290621305278848,0,,,,1
,,,,,
Gaia DR3 661310206356125312,0,,,,1
,,,,,
Gaia DR3 661310064619415552,0.038961039,,,,0.961038961
,,,,,
Gaia DR3 661308041689506560,0,,,,1
,,,,,
Gaia DR3 661271547352557696,0.012987012987012988,,,,0.987012987
,,,,,
Gaia DR3 661310098979157376,0,,,,1
,,,,,
Gaia DR3 661298558404716160,0,,,,1
,,,,,
Gaia DR3 661294327859643264,0.16883116883116883,,,,0.8311688311688312
,,,,,
Gaia DR3 661271173693364864,0.7402597402597403,,,,0.2597402597402597
,,,,,
Gaia DR3 661271448571164544,0,,,,1
,,,,,
Gaia DR3 661290445209031296,0,,,,1
,,,,,
Gaia DR3 661294160358301696,0,,,,1
,,,,,
Gaia DR3 661298833282624256,0,,,,1
,,,,,
Gaia DR3 661308621510679424,0,,,,1
,,,,,
Gaia DR3 661293365786463360,0,,,,1
,,,,,
Gaia DR3 661297901272035456,0.935064935,,,,0.064935065
,,,,,
Gaia DR3 661294538312714496,0,,,,1
,,,,,
Gaia DR3 661297836851978240,0.038961039,,,,0.961038961
,,,,,
Gaia DR3 661294160358300800,0,,,,1
,,,,,
Gaia DR3 661298661480874112,0,,,,1
,,,,,
Gaia DR3 661292682889562240,0,,,,1
,,,,,
Gaia DR3 661272371986305408,0,,,,1
,,,,,
Gaia DR3 661290964902652672,0,,,,1
,,,,,
Gaia DR3 661292678593669248,0,,,,1
,,,,,
Gaia DR3 661294332156990720,0,,,,1
,,,,,
Gaia DR3 661292678591671936,0,,,,1
,,,,,
Gaia DR3 661267943875405952,0,,,,1
,,,,,
Gaia DR3 661298725905770112,0,,,,1
,,,,,
Gaia DR3 661244025202067712,0,,,,1
,,,,,
Gaia DR3 661243922123286656,0,,,,1
,,,,,
Gaia DR3 661268111379095936,0,,,,1
,,,,,
Gaia DR3 661297901272040448,0,,,,1
,,,,,
Gaia DR3 661292717249295104,0,,,,1
,,,,,
Gaia DR3 661271444274863104,0,,,,1
,,,,,
Gaia DR3 661272371986817664,0,,,,1
,,,,,
Gaia DR3 661271448571165440,0,,,,1
,,,,,
Gaia DR3 661307904253568256,0,,,,1
,,,,,
Gaia DR3 661297901272042496,0,,,,1
,,,,,
Gaia DR3 661307904253568384,0,,,,1
,,,,,
Gaia DR3 661308522728855040,0,,,,1
,,,,,
Gaia DR3 661298657186293760,0,,,,1
,,,,,
Gaia DR3 661243926420827776,0,,,,1
,,,,,
Gaia DR3 661308003035040256,0,,,,1
,,,,,
Gaia DR3 661298833282624000,0.935064935,,,,0.064935065
,,,,,
Gaia DR3 661292511090872960,0.9090909090909091,,,,0.090909091
,,,,,
Gaia DR3 661298828987959552,0,,,,1
,,,,,
Gaia DR3 661271135036242688,0,,,,1
,,,,,
Gaia DR3 661271066317780608,0,,,,1
,,,,,
Gaia DR3 661308621510391936,0,,,,1
,,,,,
Gaia DR3 661310137636653952,0,,,,1
,,,,,
Gaia DR3 661308110411996928,0,,,,1
,,,,,
Gaia DR3 661271066319882112,0,,,,1
,,,,,
Gaia DR3 661293400146564736,0,,,,1
,,,,,
Gaia DR3 661268042659615488,0,,,,1
,,,,,
Gaia DR3 661308660164780544,0,,,,1
,,,,,
Gaia DR3 661294637097159040,0,,,,1
,,,,,
Gaia DR3 661298828985000320,0,,,,1
,,,,,
Gaia DR3 661292609872174848,0,,,,1
,,,,,
Gaia DR3 661272341924361856,0,,,,1
,,,,,
Gaia DR3 661310275075504000,0,,,,1
,,,,,
Gaia DR3 661297596329412992,0,,,,1
,,,,,
Gaia DR3 661298867642363392,0,,,,1
,,,,,
Gaia DR3 661308621510681344,0,,,,1
,,,,,
Gaia DR3 661290346427371392,0,,,,1
,,,,,
Gaia DR3 661308660167804544,0,,,,1
,,,,,
Gaia DR3 661243514103971072,0,,,,1
,,,,,
Gaia DR3 661293503225436032,0,,,,1
,,,,,
Gaia DR3 661298936361837184,0,,,,1
,,,,,
Gaia DR3 661290277707893888,0,,,,1
,,,,,
Gaia DR3 661308724589601024,0,,,,1
,,,,,
Gaia DR3 661310137636553088,0,,,,1
,,,,,
Gaia DR3 661294263437513344,0,,,,1
,,,,,
Gaia DR3 661290273409849728,0,,,,1
,,,,,
Gaia DR3 661266874428020480,0,,,,1
,,,,,
Gaia DR3 661272646864225664,0,,,,1
,,,,,
Gaia DR3 661298725905787008,0,,,,1
,,,,,
Gaia DR3 661298936361837696,0,,,,1
,,,,,
Gaia DR3 661290307769589248,0,,,,1
,,,,,
Gaia DR3 661310171996290688,0,,,,1
,,,,,
Gaia DR3 661308862028573568,0,,,,1
,,,,,
Gaia DR3 661297871210039936,0,,,,1
,,,,,
Gaia DR3 661271345491952512,0,,,,1
,,,,,
Gaia DR3 661268008299411840,0,,,,1
,,,,,
Gaia DR3 661267046226710400,0,,,,1
,,,,,
Gaia DR3 661307869893936000,0,,,,1
,,,,,
Gaia DR3 661308724589965568,0,,,,1
,,,,,
Gaia DR3 661310309435240704,0.11688311688311688,,,,0.8831168831168831
,,,,,
Gaia DR3 661303471847393664,0.24675324675324675,,,,0.7532467532467533
,,,,,
Gaia DR3 661303471844671104,0.22077922077922077,,,,0.7792207792207793
,,,,,
Gaia DR3 661294568377682176,0,,,,1
,,,,,
Gaia DR3 661310339497336448,0,,,,1
,,,,,
Gaia DR3 661245678767475712,0,,,,1
,,,,,
Gaia DR3 661272582442529408,0.012987012987012988,,,,0.987012987
,,,,,
Gaia DR3 661303540564145408,0,,,,1
,,,,,
Gaia DR3 661271414211428736,0,,,,1
,,,,,
Gaia DR3 661243853405396480,0,,,,1
,,,,,
Gaia DR3 661293537585522816,0.18181818181818182,,,,0.8181818181818182
,,,,,
Gaia DR3 661272543785000576,0,,,,1
,,,,,
Gaia DR3 661298897704486912,0.987012987,,,,0.012987012987012988
,,,,,
Gaia DR3 661272548082791936,0,,,,1
,,,,,
Gaia DR3 661307865596500224,0,,,,1
,,,,,
Gaia DR3 661272170125671680,0,,,,1
,,,,,
Gaia DR3 661293129567711232,0,,,,1
,,,,,
Gaia DR3 661243441086461312,0,,,,1
,,,,,
Gaia DR3 661267802140964992,0,,,,1
,,,,,
Gaia DR3 661307972973045504,0,,,,1
,,,,,
Gaia DR3 661271104970806400,0,,,,1
,,,,,
Gaia DR3 661300516908550528,0,,,,1
,,,,,
Gaia DR3 661300516907168896,0,,,,1
,,,,,
Gaia DR3 661272646864672128,0,,,,1
,,,,,
Gaia DR3 661308831966498432,0,,,,1
,,,,,
Gaia DR3 661267011867462272,0,,,,1
,,,,,
Gaia DR3 661272548082792192,0,,,,1
,,,,,
Gaia DR3 661307869893831296,0,,,,1
,,,,,
Gaia DR3 661268077018882304,0,,,,1
,,,,,
Gaia DR3 661245678764827520,0,,,,1
,,,,,
Gaia DR3 661290277705336320,0,,,,1
,,,,,
Gaia DR3 661272445003577728,0,,,,1
,,,,,
Gaia DR3 661243956482568448,0,,,,1
,,,,,
Gaia DR3 661243445384494720,0,,,,1
,,,,,
Gaia DR3 661303746725299840,0,,,,1
,,,,,
Gaia DR3 661293434505949952,0,,,,1
,,,,,
Gaia DR3 661310648735251328,0,,,,1
,,,,,
Gaia DR3 661243376665020928,0,,,,1
,,,,,
Gaia DR3 661243342302705024,0,,,,1
,,,,,
Gaia DR3 661293232645364224,0,,,,1
,,,,,
Gaia DR3 661308690230226688,0,,,,1
,,,,,
Gaia DR3 661245713127207808,0,,,,1
,,,,,
Gaia DR3 661294293499904768,0,,,,1
,,,,,
Gaia DR3 661268008299875456,0,,,,1
,,,,,
Gaia DR3 661243411024757760,0,,,,1
,,,,,
Gaia DR3 661308797606761344,0,,,,1
,,,,,
Gaia DR3 661310648736563840,0,,,,1
,,,,,
Gaia DR3 661303815444680576,0,,,,1
,,,,,
Gaia DR3 661310412514460416,0,,,,1
,,,,,
Gaia DR3 661245506968785792,0,,,,1
,,,,,
Gaia DR3 661293537585185024,0,,,,1
,,,,,
Gaia DR3 661304567061314688,0,,,,1
,,,,,
Gaia DR3 661304571358924544,0,,,,1
,,,,,
Gaia DR3 661266943147487488,0,,,,1
,,,,,
Gaia DR3 661300516907166976,0,,,,1
,,,,,
Gaia DR3 661293026486936960,0,,,,1
,,,,,
Gaia DR3 661293434507986176,0,,,,1
,,,,,
Gaia DR3 661293537585192704,0,,,,1
,,,,,
Gaia DR3 661243307945543936,0.24675324675324675,,,,0.7532467532467533
,,,,,
Gaia DR3 661308312273102720,0,,,,1
,,,,,
Gaia DR3 661300551269631360,0.7402597402597403,,,,0.2597402597402597
,,,,,
Gaia DR3 661270727016663168,0,,,,1
,,,,,
Gaia DR3 661293060846674560,0,,,,1
,,,,,
Gaia DR3 661300173310315520,0,,,,1
,,,,,
Gaia DR3 661303776789091840,0.012987012987012988,,,,0.987012987
,,,,,
Gaia DR3 661245472609049600,0,,,,1
,,,,,
Gaia DR3 661308935045711872,1,,,,0
,,,,,
Gaia DR3 661245506968786304,0,,,,1
,,,,,
Gaia DR3 661266810004034304,0,,,,1
,,,,,
Gaia DR3 661300169016694784,0,,,,1
,,,,,
Gaia DR3 661308930748061696,0,,,,1
,,,,,
Gaia DR3 661243784683886464,0,,,,1
,,,,,
Gaia DR3 661293468865691008,0,,,,1
,,,,,
Gaia DR3 661267428481886208,0,,,,1
,,,,,
Gaia DR3 661245713127209216,0,,,,1
,,,,,
Gaia DR3 661266741287116160,0,,,,1
,,,,,
Gaia DR3 661266736989053184,0,,,,1
,,,,,
Gaia DR3 661272200188125184,0,,,,1
,,,,,
Gaia DR3 661284363535455744,0,,,,1
,,,,,
Gaia DR3 661308385286890496,0,,,,1
,,,,,
Gaia DR3 661272612504479104,0,,,,1
,,,,,
Gaia DR3 661310756111835392,1,,,,0
,,,,,
Gaia DR3 661310442576576256,0,,,,1
,,,,,
Gaia DR3 661304846238414592,0,,,,1
,,,,,
Gaia DR3 661219870305917824,0,,,,1
,,,,,
Gaia DR3 661310511296061824,0,,,,1
,,,,,
Gaia DR3 661310889253186816,0,,,,1
,,,,,
Gaia DR3 661308896388320384,0,,,,1
,,,,,
Gaia DR3 661307938613307776,0,,,,1
,,,,,
Gaia DR3 661303781085037312,0,,,,1
,,,,,
Gaia DR3 661243273585807872,0.3116883116883117,,,,0.6883116883116883
,,,,,
Gaia DR3 661272509425262720,0,,,,1
,,,,,
Gaia DR3 661243273585806976,0,,,,1
,,,,,
Gaia DR3 661219874603980160,0,,,,1
,,,,,
Gaia DR3 661266736989051136,0,,,,1
,,,,,
Gaia DR3 661299035143464576,0,,,,1
,,,,,
Gaia DR3 661299417399828992,0,,,,1
,,,,,
Gaia DR3 661246086786827648,0,,,,1
,,,,,
Gaia DR3 661304635782478848,0,,,,1
,,,,,
Gaia DR3 661293159628029440,0,,,,1
,,,,,
Gaia DR3 661219840244243200,0.8961038961038961,,,,0.1038961038961039
,,,,,
Gaia DR3 661307934315134720,0,,,,1
,,,,,
Gaia DR3 661243647246985216,0,,,,1
,,,,,
Gaia DR3 661293056549178880,0,,,,1
,,,,,
Gaia DR3 661309690959955712,0,,,,1
,,,,,
Gaia DR3 661243750324114176,0,,,,1
,,,,,
Gaia DR3 661243269287750272,0,,,,1
,,,,,
Gaia DR3 661243647244894464,0.7662337662337663,,,,0.23376623376623376
,,,,,
Gaia DR3 661299035143464448,0,,,,1
,,,,,
Gaia DR3 661245262152635392,0,,,,1
,,,,,
Gaia DR3 661219874603980928,0,,,,1
,,,,,
Gaia DR3 661300482550154240,0,,,,1
,,,,,
Gaia DR3 661270692656926592,0,,,,1
,,,,,
Gaia DR3 661304605718661632,0,,,,1
,,,,,
Gaia DR3 661245296512388224,0,,,,1
,,,,,
Gaia DR3 661270933175094656,0,,,,1
,,,,,
Gaia DR3 661310923612365312,0.077922078,,,,0.922077922
,,,,,
Gaia DR3 661243239226065408,0,,,,1
,,,,,
Gaia DR3 661272410643842048,0,,,,1
,,,,,
Gaia DR3 661293262707257984,0,,,,1
,,,,,
Gaia DR3 661299344380975744,0,,,,1
,,,,,
Gaia DR3 661270898812384000,0,,,,1
,,,,,
Gaia DR3 661272509425259392,0,,,,1
,,,,,
Gaia DR3 661270894517462144,0,,,,1
,,,,,
Gaia DR3 661293159628394496,0,,,,1
,,,,,
Gaia DR3 661245403889567360,0,,,,1
,,,,,
Gaia DR3 661293267005099264,0,,,,1
,,,,,
Gaia DR3 661243681606756096,0,,,,1
,,,,,
Gaia DR3 661243612885141760,0,,,,1
,,,,,
Gaia DR3 661266706927472000,0.1038961038961039,,,,0.8961038961038961
,,,,,
Gaia DR3 661293267005100544,0.14285714285714285,,,,0.8571428571428571
,,,,,
Gaia DR3 661299348678790016,0,,,,1
,,,,,
Gaia DR3 661245262152629248,0,,,,1
,,,,,
Gaia DR3 661267355464944896,0,,,,1
,,,,,
Gaia DR3 661293267005100288,0,,,,1
,,,,,
Gaia DR3 661293163925887360,0,,,,1
,,,,,
Gaia DR3 661300654348845184,0,,,,1
,,,,,
Gaia DR3 661245193435289088,0,,,,1
,,,,,
Gaia DR3 661267600280580864,0,,,,1
,,,,,
Gaia DR3 661300207672247808,0.2987012987012987,,,,0.7012987012987013
,,,,,
Gaia DR3 661243544165668352,0,,,,1
,,,,,
Gaia DR3 661310962270267776,0,,,,1
,,,,,
Gaia DR3 661245193433148160,0,,,,1
,,,,,
Gaia DR3 661243548461109760,0,,,,1
,,,,,
Gaia DR3 661267664702007040,0,,,,1
,,,,,
Gaia DR3 661245300807709568,0,,,,1
,,,,,
Gaia DR3 661293193987771776,0,,,,1
,,,,,
Gaia DR3 661309549223342336,0,,,,1
,,,,,
Gaia DR3 661245644407732992,0,,,,1
,,,,,
Gaia DR3 661243101787113216,0,,,,1
,,,,,
Gaia DR3 661310962270268416,0,,,,1
,,,,,
Gaia DR3 661300581331902336,0,,,,1
,,,,,
Gaia DR3 661245403889662464,0,,,,1
,,,,,
Gaia DR3 661311305867654528,0,,,,1
,,,,,
Gaia DR3 661246121146567552,0,,,,1
,,,,,
Gaia DR3 661272475068938112,0,,,,1
,,,,,
Gaia DR3 661219805884504448,0,,,,1
,,,,,
Gaia DR3 661308346632458368,0,,,,1
,,,,,
Gaia DR3 661303604988882432,0,,,,1
,,,,,
Gaia DR3 661304674438138112,0,,,,1
,,,,,
Gaia DR3 661310957972672256,0,,,,1
,,,,,
Gaia DR3 661309553521005056,0,,,,1
,,,,,
Gaia DR3 661245399591609728,0,,,,1
,,,,,
Gaia DR3 661246022364851072,0.8961038961038961,,,,0.1038961038961039
,,,,,
Gaia DR3 661246022364851840,0,,,,1
,,,,,
Gaia DR3 661271826528291072,0,,,,1
,,,,,
Gaia DR3 661300203374462336,0,,,,1
,,,,,
Gaia DR3 661284329175269504,0,,,,1
,,,,,
Gaia DR3 661272475065509504,0,,,,1
,,,,,
Gaia DR3 661304708797875584,0,,,,1
,,,,,
Gaia DR3 661270688362612096,0,,,,1
,,,,,
Gaia DR3 661267325402674048,0.8571428571428571,,,,0.14285714285714285
,,,,,
Gaia DR3 661245227792904320,0,,,,1
,,,,,
Gaia DR3 661272032686720896,0,,,,1
,,,,,
Gaia DR3 661310962267220352,0,,,,1
,,,,,
Gaia DR3 661299138222525952,0,,,,1
,,,,,
Gaia DR3 661243063129310336,0,,,,1
,,,,,
Gaia DR3 661270894518001024,0,,,,1
,,,,,
Gaia DR3 661308209193476736,0,,,,1
,,,,,
Gaia DR3 661243685900049664,0,,,,1
,,,,,
Gaia DR3 661309106844410240,0,,,,1
,,,,,
Gaia DR3 661243097489050240,0,,,,1
,,,,,
Gaia DR3 661245403889568896,0,,,,1
,,,,,
Gaia DR3 661309519161267840,0,,,,1
,,,,,
Gaia DR3 661270967536413056,0,,,,1
,,,,,
Gaia DR3 661304773221481728,0,,,,1
,,,,,
Gaia DR3 661309519161268608,0,,,,1
,,,,,
Gaia DR3 661309622240481152,0,,,,1
,,,,,
Gaia DR3 661266633909627264,0,,,,1
,,,,,
Gaia DR3 661271719151193728,0,,,,1
,,,,,
Gaia DR3 661270898815358720,0.987012987,,,,0.012987012987012988
,,,,,
Gaia DR3 661311267210542080,1,,,,0
,,,,,
Gaia DR3 661245232090878208,0,,,,1
,,,,,
Gaia DR3 661299073800883328,0,,,,1
,,,,,
Gaia DR3 661303708068099840,0,,,,1
,,,,,
Gaia DR3 661270898815357568,0,,,,1
,,,,,
Gaia DR3 661293198285622784,0,,,,1
,,,,,
Gaia DR3 661304773219763840,0,,,,1
,,,,,
Gaia DR3 661308213491215360,0,,,,1
,,,,,
Gaia DR3 661267565920844160,0,,,,1
,,,,,
Gaia DR3 661311340224791552,0,,,,1
,,,,,
Gaia DR3 661267492903301888,0,,,,1
,,,,,
Gaia DR3 661311713886346752,0,,,,1
,,,,,
Gaia DR3 661300375173186048,0,,,,1
,,,,,
Gaia DR3 661270795736143872,0,,,,1
,,,,,
Gaia DR3 661243131848788992,0,,,,1
,,,,,
Gaia DR3 661303712362815104,0,,,,1
,,,,,
Gaia DR3 661300375175159168,0,,,,1
,,,,,
Gaia DR3 661303987242101760,0,,,,1
,,,,,
Gaia DR3 661284226096038784,0,,,,1
,,,,,
Gaia DR3 661267565922431232,0.8441558441558441,,,,0.15584415584415584
,,,,,
Gaia DR3 661243033067637120,0,,,,1
,,,,,
Gaia DR3 661304708797874688,0,,,,1
,,,,,
Gaia DR3 661245811908911488,0,,,,1
,,,,,
